SurveyID,CallID,CSAT_Score,FeedbackText
24983,9983,3,Wait time was unacceptable.
24985,9985,5,"Quick and easy, thanks!"
24987,9987,5,"Quick and easy, thanks!"
24988,9988,4,"Quick and easy, thanks!"
24990,9990,2,Wait time was unacceptable.
24993,9993,5,"Quick and easy, thanks!"
25003,10003,5,"Quick and easy, thanks!"
25008,10008,5,"Quick and easy, thanks!"
25009,10009,1,Issue not resolved after a long conversation.
25010,10010,1,The new account update process is confusing. Agent tried their best.
25012,10012,5,"Quick and easy, thanks!"
25013,10013,1,The new account update process is confusing. Agent tried their best.
25015,10015,4,"Quick and easy, thanks!"
25019,10019,5,"Quick and easy, thanks!"
25028,10028,4,"Quick and easy, thanks!"
25030,10030,4,"Quick and easy, thanks!"
25032,10032,1,Issue not resolved after a long conversation.
25033,10033,4,"Quick and easy, thanks!"
25035,10035,4,"Quick and easy, thanks!"
25037,10037,2,The new account update process is confusing. Agent tried their best.
25039,10039,4,"Quick and easy, thanks!"
25040,10040,4,"Quick and easy, thanks!"
25041,10041,4,"Quick and easy, thanks!"
25044,10044,4,"Quick and easy, thanks!"
25047,10047,1,Issue not resolved after a long conversation.
25049,10049,4,"Quick and easy, thanks!"
25050,10050,2,Issue not resolved after a long conversation.
25052,10052,1,The new account update process is confusing. Agent tried their best.
25053,10053,5,"Quick and easy, thanks!"
25054,10054,5,"Quick and easy, thanks!"
25055,10055,3,Wait time was unacceptable.
25065,10065,4,"Quick and easy, thanks!"
25069,10069,3,Wait time was unacceptable.
25072,10072,5,"Quick and easy, thanks!"
25073,10073,2,Wait time was unacceptable.
25074,10074,4,"Quick and easy, thanks!"
25075,10075,4,"Quick and easy, thanks!"
25076,10076,5,"Quick and easy, thanks!"
25080,10080,5,"Quick and easy, thanks!"
25081,10081,4,"Quick and easy, thanks!"
25083,10083,2,Wait time was unacceptable.
25091,10091,4,"Quick and easy, thanks!"
25095,10095,2,Wait time was unacceptable.
25097,10097,3,Wait time was unacceptable.
25102,10102,1,Issue not resolved after a long conversation.
25103,10103,4,"Quick and easy, thanks!"
25104,10104,5,"Quick and easy, thanks!"
25105,10105,5,"Quick and easy, thanks!"
25107,10107,4,"Quick and easy, thanks!"
25110,10110,5,"Quick and easy, thanks!"
25111,10111,1,Issue not resolved after a long conversation.
25112,10112,5,"Quick and easy, thanks!"
25114,10114,5,"Quick and easy, thanks!"
25118,10118,5,"Quick and easy, thanks!"
25119,10119,3,Wait time was unacceptable.
25124,10124,3,The new account update process is confusing. Agent tried their best.
25127,10127,5,"Quick and easy, thanks!"
25133,10133,2,Issue not resolved after a long conversation.
25143,10143,3,Wait time was unacceptable.
25150,10150,5,"Quick and easy, thanks!"
25151,10151,2,The new account update process is confusing. Agent tried their best.
25155,10155,4,"Quick and easy, thanks!"
25159,10159,5,"Quick and easy, thanks!"
25162,10162,1,Issue not resolved after a long conversation.
25163,10163,5,"Quick and easy, thanks!"
25165,10165,1,Issue not resolved after a long conversation.
25167,10167,5,"Quick and easy, thanks!"
25169,10169,1,Issue not resolved after a long conversation.
25170,10170,4,"Quick and easy, thanks!"
25172,10172,5,"Quick and easy, thanks!"
25173,10173,4,"Quick and easy, thanks!"
25177,10177,2,Issue not resolved after a long conversation.
25179,10179,2,Wait time was unacceptable.
25180,10180,4,"Quick and easy, thanks!"
25182,10182,5,"Quick and easy, thanks!"
25184,10184,1,Issue not resolved after a long conversation.
25188,10188,4,"Quick and easy, thanks!"
25191,10191,3,Wait time was unacceptable.
25192,10192,4,"Quick and easy, thanks!"
25194,10194,2,Issue not resolved after a long conversation.
25199,10199,1,Issue not resolved after a long conversation.
25200,10200,4,"Quick and easy, thanks!"
25201,10201,2,Wait time was unacceptable.
25205,10205,4,"Quick and easy, thanks!"
25213,10213,5,"Quick and easy, thanks!"
25214,10214,1,The new account update process is confusing. Agent tried their best.
25217,10217,5,"Quick and easy, thanks!"
25218,10218,1,Issue not resolved after a long conversation.
25219,10219,4,"Quick and easy, thanks!"
25221,10221,2,Wait time was unacceptable.
25227,10227,2,Issue not resolved after a long conversation.
25228,10228,4,"Quick and easy, thanks!"
25229,10229,1,Issue not resolved after a long conversation.
25231,10231,3,Wait time was unacceptable.
25233,10233,5,"Quick and easy, thanks!"
25238,10238,4,"Quick and easy, thanks!"
25246,10246,1,Issue not resolved after a long conversation.
25247,10247,3,Wait time was unacceptable.
25252,10252,2,Issue not resolved after a long conversation.
25253,10253,4,"Quick and easy, thanks!"
25255,10255,1,Issue not resolved after a long conversation.
25257,10257,5,"Quick and easy, thanks!"
25263,10263,4,"Quick and easy, thanks!"
25264,10264,4,"Quick and easy, thanks!"
25269,10269,4,"Quick and easy, thanks!"
25271,10271,2,Issue not resolved after a long conversation.
25272,10272,5,"Quick and easy, thanks!"
25273,10273,5,"Quick and easy, thanks!"
25275,10275,1,Issue not resolved after a long conversation.
25276,10276,4,"Quick and easy, thanks!"
25277,10277,5,"Quick and easy, thanks!"
25278,10278,1,Issue not resolved after a long conversation.
25280,10280,5,"Quick and easy, thanks!"
25282,10282,2,Issue not resolved after a long conversation.
25285,10285,4,"Quick and easy, thanks!"
25290,10290,2,Issue not resolved after a long conversation.
25291,10291,5,"Quick and easy, thanks!"
25292,10292,2,Issue not resolved after a long conversation.
25293,10293,3,Wait time was unacceptable.
25296,10296,4,"Quick and easy, thanks!"
25298,10298,5,"Quick and easy, thanks!"
25302,10302,4,"Quick and easy, thanks!"
25304,10304,5,"Quick and easy, thanks!"
25306,10306,2,The new account update process is confusing. Agent tried their best.
25312,10312,4,"Quick and easy, thanks!"
25322,10322,1,Issue not resolved after a long conversation.
25324,10324,2,Wait time was unacceptable.
25327,10327,5,"Quick and easy, thanks!"
25330,10330,5,"Quick and easy, thanks!"
25335,10335,5,"Quick and easy, thanks!"
25337,10337,2,Issue not resolved after a long conversation.
25339,10339,4,"Quick and easy, thanks!"
25340,10340,3,Wait time was unacceptable.
25346,10346,4,"Quick and easy, thanks!"
25347,10347,1,Issue not resolved after a long conversation.
25351,10351,2,Wait time was unacceptable.
25353,10353,3,Wait time was unacceptable.
25355,10355,4,"Quick and easy, thanks!"
25359,10359,4,"Quick and easy, thanks!"
25360,10360,4,"Quick and easy, thanks!"
25363,10363,3,Wait time was unacceptable.
25364,10364,1,Issue not resolved after a long conversation.
25367,10367,5,"Quick and easy, thanks!"
25369,10369,5,"Quick and easy, thanks!"
25373,10373,3,Wait time was unacceptable.
25374,10374,3,Wait time was unacceptable.
25375,10375,2,Issue not resolved after a long conversation.
25377,10377,1,Issue not resolved after a long conversation.
25378,10378,2,Wait time was unacceptable.
25380,10380,1,Issue not resolved after a long conversation.
25383,10383,2,Wait time was unacceptable.
25386,10386,2,The new account update process is confusing. Agent tried their best.
25387,10387,3,Wait time was unacceptable.
25388,10388,4,"Quick and easy, thanks!"
25389,10389,5,"Quick and easy, thanks!"
25390,10390,4,"Quick and easy, thanks!"
25392,10392,2,Wait time was unacceptable.
25394,10394,4,"Quick and easy, thanks!"
25395,10395,4,"Quick and easy, thanks!"
25397,10397,5,"Quick and easy, thanks!"
25402,10402,2,Wait time was unacceptable.
25409,10409,5,"Quick and easy, thanks!"
25412,10412,5,"Quick and easy, thanks!"
25415,10415,1,Issue not resolved after a long conversation.
25424,10424,1,Issue not resolved after a long conversation.
25426,10426,2,Wait time was unacceptable.
25427,10427,2,Issue not resolved after a long conversation.
25429,10429,5,"Quick and easy, thanks!"
25431,10431,4,"Quick and easy, thanks!"
25433,10433,5,"Quick and easy, thanks!"
25434,10434,5,"Quick and easy, thanks!"
25436,10436,2,Issue not resolved after a long conversation.
25446,10446,4,"Quick and easy, thanks!"
25448,10448,1,Issue not resolved after a long conversation.
25450,10450,1,Issue not resolved after a long conversation.
25451,10451,1,The new account update process is confusing. Agent tried their best.
25452,10452,4,"Quick and easy, thanks!"
25454,10454,4,"Quick and easy, thanks!"
25457,10457,5,"Quick and easy, thanks!"
25458,10458,4,"Quick and easy, thanks!"
25460,10460,2,The new account update process is confusing. Agent tried their best.
25464,10464,5,"Quick and easy, thanks!"
25465,10465,4,"Quick and easy, thanks!"
25468,10468,2,Wait time was unacceptable.
25469,10469,2,Wait time was unacceptable.
25472,10472,2,Wait time was unacceptable.
25480,10480,5,"Quick and easy, thanks!"
25481,10481,4,"Quick and easy, thanks!"
25483,10483,1,Issue not resolved after a long conversation.
25486,10486,5,"Quick and easy, thanks!"
25487,10487,4,"Quick and easy, thanks!"
25493,10493,4,"Quick and easy, thanks!"
25494,10494,1,Issue not resolved after a long conversation.
25496,10496,1,Issue not resolved after a long conversation.
25500,10500,2,Wait time was unacceptable.
25501,10501,3,Wait time was unacceptable.
25503,10503,4,"Quick and easy, thanks!"
25504,10504,4,"Quick and easy, thanks!"
25508,10508,5,"Quick and easy, thanks!"
25511,10511,2,Wait time was unacceptable.
25515,10515,1,Issue not resolved after a long conversation.
25519,10519,3,Wait time was unacceptable.
25524,10524,2,Issue not resolved after a long conversation.
25526,10526,5,"Quick and easy, thanks!"
25528,10528,3,Wait time was unacceptable.
25529,10529,4,"Quick and easy, thanks!"
25530,10530,2,Issue not resolved after a long conversation.
25531,10531,4,"Quick and easy, thanks!"
25539,10539,4,"Quick and easy, thanks!"
25545,10545,4,"Quick and easy, thanks!"
25547,10547,2,Wait time was unacceptable.
25550,10550,5,"Quick and easy, thanks!"
25551,10551,4,"Quick and easy, thanks!"
25553,10553,5,"Quick and easy, thanks!"
25555,10555,2,Issue not resolved after a long conversation.
25557,10557,1,The new account update process is confusing. Agent tried their best.
25559,10559,5,"Quick and easy, thanks!"
25562,10562,1,Issue not resolved after a long conversation.
25564,10564,1,Issue not resolved after a long conversation.
25567,10567,4,"Quick and easy, thanks!"
25569,10569,4,"Quick and easy, thanks!"
25575,10575,5,"Quick and easy, thanks!"
25579,10579,2,Issue not resolved after a long conversation.
25584,10584,1,Issue not resolved after a long conversation.
25588,10588,3,The new account update process is confusing. Agent tried their best.
25589,10589,2,Issue not resolved after a long conversation.
25590,10590,1,Issue not resolved after a long conversation.
25596,10596,2,Wait time was unacceptable.
25597,10597,1,Issue not resolved after a long conversation.
25599,10599,2,Wait time was unacceptable.
25600,10600,4,"Quick and easy, thanks!"
25605,10605,4,"Quick and easy, thanks!"
25614,10614,3,Wait time was unacceptable.
25615,10615,1,Issue not resolved after a long conversation.
25622,10622,3,Wait time was unacceptable.
25625,10625,4,"Quick and easy, thanks!"
25626,10626,3,Wait time was unacceptable.
25630,10630,2,Wait time was unacceptable.
25633,10633,5,"Quick and easy, thanks!"
25634,10634,2,Issue not resolved after a long conversation.
25635,10635,5,"Quick and easy, thanks!"
25636,10636,5,"Quick and easy, thanks!"
25640,10640,1,The new account update process is confusing. Agent tried their best.
25641,10641,3,Wait time was unacceptable.
25644,10644,3,Wait time was unacceptable.
25645,10645,5,"Quick and easy, thanks!"
25650,10650,5,"Quick and easy, thanks!"
25653,10653,3,Wait time was unacceptable.
25654,10654,5,"Quick and easy, thanks!"
25659,10659,4,"Quick and easy, thanks!"
25663,10663,4,"Quick and easy, thanks!"
25665,10665,3,The new account update process is confusing. Agent tried their best.
25666,10666,5,"Quick and easy, thanks!"
25672,10672,2,Wait time was unacceptable.
25673,10673,1,Issue not resolved after a long conversation.
25675,10675,5,"Quick and easy, thanks!"
25677,10677,4,"Quick and easy, thanks!"
25682,10682,2,Issue not resolved after a long conversation.
25684,10684,5,"Quick and easy, thanks!"
25685,10685,2,Wait time was unacceptable.
25686,10686,2,Wait time was unacceptable.
25689,10689,1,Issue not resolved after a long conversation.
25692,10692,4,"Quick and easy, thanks!"
25697,10697,1,Issue not resolved after a long conversation.
25700,10700,4,"Quick and easy, thanks!"
25704,10704,2,Issue not resolved after a long conversation.
25709,10709,5,"Quick and easy, thanks!"
25712,10712,1,Issue not resolved after a long conversation.
25717,10717,1,Issue not resolved after a long conversation.
25718,10718,2,Issue not resolved after a long conversation.
25721,10721,5,"Quick and easy, thanks!"
25722,10722,3,Wait time was unacceptable.
25724,10724,4,"Quick and easy, thanks!"
25725,10725,1,Issue not resolved after a long conversation.
25726,10726,4,"Quick and easy, thanks!"
25727,10727,2,Issue not resolved after a long conversation.
25729,10729,2,Issue not resolved after a long conversation.
25733,10733,5,"Quick and easy, thanks!"
25734,10734,4,"Quick and easy, thanks!"
25736,10736,5,"Quick and easy, thanks!"
25739,10739,5,"Quick and easy, thanks!"
25741,10741,5,"Quick and easy, thanks!"
25742,10742,2,Wait time was unacceptable.
25746,10746,2,Wait time was unacceptable.
25747,10747,1,Issue not resolved after a long conversation.
25749,10749,4,"Quick and easy, thanks!"
25752,10752,1,Issue not resolved after a long conversation.
25754,10754,1,Issue not resolved after a long conversation.
25755,10755,1,Issue not resolved after a long conversation.
25756,10756,4,"Quick and easy, thanks!"
25759,10759,1,Issue not resolved after a long conversation.
25764,10764,5,"Quick and easy, thanks!"
25766,10766,3,Wait time was unacceptable.
25770,10770,1,Issue not resolved after a long conversation.
25775,10775,5,"Quick and easy, thanks!"
25776,10776,3,Wait time was unacceptable.
25777,10777,5,"Quick and easy, thanks!"
25779,10779,4,"Quick and easy, thanks!"
25785,10785,5,"Quick and easy, thanks!"
25787,10787,2,Issue not resolved after a long conversation.
25788,10788,5,"Quick and easy, thanks!"
25789,10789,5,"Quick and easy, thanks!"
25791,10791,1,Issue not resolved after a long conversation.
25792,10792,3,Wait time was unacceptable.
25794,10794,1,The new account update process is confusing. Agent tried their best.
25800,10800,5,"Quick and easy, thanks!"
25801,10801,5,"Quick and easy, thanks!"
25803,10803,1,Issue not resolved after a long conversation.
25814,10814,4,"Quick and easy, thanks!"
25815,10815,4,"Quick and easy, thanks!"
25820,10820,4,"Quick and easy, thanks!"
25821,10821,4,"Quick and easy, thanks!"
25830,10830,1,Issue not resolved after a long conversation.
25831,10831,2,Wait time was unacceptable.
25832,10832,4,"Quick and easy, thanks!"
25833,10833,5,"Quick and easy, thanks!"
25834,10834,5,"Quick and easy, thanks!"
25836,10836,2,Wait time was unacceptable.
25837,10837,1,The new account update process is confusing. Agent tried their best.
25838,10838,1,Issue not resolved after a long conversation.
25839,10839,2,Issue not resolved after a long conversation.
25849,10849,5,"Quick and easy, thanks!"
25850,10850,4,"Quick and easy, thanks!"
25851,10851,1,Issue not resolved after a long conversation.
25852,10852,4,"Quick and easy, thanks!"
25854,10854,5,"Quick and easy, thanks!"
25856,10856,5,"Quick and easy, thanks!"
25857,10857,4,"Quick and easy, thanks!"
25861,10861,2,Issue not resolved after a long conversation.
25864,10864,1,Issue not resolved after a long conversation.
25865,10865,1,Issue not resolved after a long conversation.
25866,10866,5,"Quick and easy, thanks!"
25869,10869,5,"Quick and easy, thanks!"
25875,10875,4,"Quick and easy, thanks!"
25878,10878,5,"Quick and easy, thanks!"
25882,10882,3,Wait time was unacceptable.
25884,10884,4,"Quick and easy, thanks!"
25886,10886,2,Issue not resolved after a long conversation.
25887,10887,5,"Quick and easy, thanks!"
25893,10893,1,Issue not resolved after a long conversation.
25894,10894,4,"Quick and easy, thanks!"
25895,10895,3,The new account update process is confusing. Agent tried their best.
25899,10899,5,"Quick and easy, thanks!"
25903,10903,3,Wait time was unacceptable.
25906,10906,5,"Quick and easy, thanks!"
25910,10910,1,Issue not resolved after a long conversation.
25913,10913,5,"Quick and easy, thanks!"
25914,10914,4,"Quick and easy, thanks!"
25915,10915,4,"Quick and easy, thanks!"
25917,10917,4,"Quick and easy, thanks!"
25924,10924,5,"Quick and easy, thanks!"
25925,10925,1,Issue not resolved after a long conversation.
25927,10927,3,Wait time was unacceptable.
25928,10928,2,Issue not resolved after a long conversation.
25929,10929,4,"Quick and easy, thanks!"
25930,10930,2,Wait time was unacceptable.
25932,10932,4,"Quick and easy, thanks!"
25935,10935,2,Wait time was unacceptable.
25939,10939,3,Wait time was unacceptable.
25940,10940,5,"Quick and easy, thanks!"
25943,10943,3,Wait time was unacceptable.
25944,10944,4,"Quick and easy, thanks!"
25947,10947,1,Issue not resolved after a long conversation.
25950,10950,3,Wait time was unacceptable.
25952,10952,4,"Quick and easy, thanks!"
25955,10955,4,"Quick and easy, thanks!"
25956,10956,3,Wait time was unacceptable.
25957,10957,4,"Quick and easy, thanks!"
25959,10959,4,"Quick and easy, thanks!"
25960,10960,2,Wait time was unacceptable.
25962,10962,1,Issue not resolved after a long conversation.
25969,10969,4,"Quick and easy, thanks!"
25972,10972,4,"Quick and easy, thanks!"
25973,10973,3,Wait time was unacceptable.
25974,10974,5,"Quick and easy, thanks!"
25977,10977,4,"Quick and easy, thanks!"
25978,10978,4,"Quick and easy, thanks!"
25987,10987,4,"Quick and easy, thanks!"
25988,10988,5,"Quick and easy, thanks!"
25994,10994,5,"Quick and easy, thanks!"
25995,10995,4,"Quick and easy, thanks!"
25996,10996,2,Issue not resolved after a long conversation.
25998,10998,2,Wait time was unacceptable.
25999,10999,5,"Quick and easy, thanks!"
26000,11000,4,"Quick and easy, thanks!"
26001,11001,5,"Quick and easy, thanks!"
26003,11003,4,"Quick and easy, thanks!"
26006,11006,4,"Quick and easy, thanks!"
26008,11008,5,"Quick and easy, thanks!"
26009,11009,4,"Quick and easy, thanks!"
26012,11012,3,The new account update process is confusing. Agent tried their best.
26016,11016,2,Issue not resolved after a long conversation.
26018,11018,1,Issue not resolved after a long conversation.
26022,11022,5,"Quick and easy, thanks!"
26024,11024,1,Issue not resolved after a long conversation.
26025,11025,3,Wait time was unacceptable.
26028,11028,5,"Quick and easy, thanks!"
26030,11030,3,Wait time was unacceptable.
26033,11033,2,Issue not resolved after a long conversation.
26034,11034,4,"Quick and easy, thanks!"
26035,11035,2,Wait time was unacceptable.
26037,11037,3,Wait time was unacceptable.
26038,11038,2,Issue not resolved after a long conversation.
26040,11040,4,"Quick and easy, thanks!"
26044,11044,2,Wait time was unacceptable.
26046,11046,4,"Quick and easy, thanks!"
26051,11051,4,"Quick and easy, thanks!"
26052,11052,2,Issue not resolved after a long conversation.
26053,11053,4,"Quick and easy, thanks!"
26058,11058,5,"Quick and easy, thanks!"
26062,11062,5,"Quick and easy, thanks!"
26063,11063,1,Issue not resolved after a long conversation.
26064,11064,2,Wait time was unacceptable.
26067,11067,2,Issue not resolved after a long conversation.
26070,11070,5,"Quick and easy, thanks!"
26078,11078,4,"Quick and easy, thanks!"
26079,11079,1,Issue not resolved after a long conversation.
26082,11082,3,Wait time was unacceptable.
26084,11084,4,"Quick and easy, thanks!"
26087,11087,5,"Quick and easy, thanks!"
26088,11088,3,Wait time was unacceptable.
26093,11093,3,Wait time was unacceptable.
26096,11096,2,Wait time was unacceptable.
26097,11097,4,"Quick and easy, thanks!"
26098,11098,1,Issue not resolved after a long conversation.
26101,11101,4,"Quick and easy, thanks!"
26102,11102,4,"Quick and easy, thanks!"
26103,11103,4,"Quick and easy, thanks!"
26105,11105,4,"Quick and easy, thanks!"
26106,11106,4,"Quick and easy, thanks!"
26108,11108,2,Wait time was unacceptable.
26109,11109,4,"Quick and easy, thanks!"
26110,11110,2,Issue not resolved after a long conversation.
26111,11111,5,"Quick and easy, thanks!"
26116,11116,5,"Quick and easy, thanks!"
26117,11117,2,Issue not resolved after a long conversation.
26119,11119,4,"Quick and easy, thanks!"
26120,11120,5,"Quick and easy, thanks!"
26121,11121,5,"Quick and easy, thanks!"
26125,11125,2,Wait time was unacceptable.
26126,11126,1,Issue not resolved after a long conversation.
26129,11129,5,"Quick and easy, thanks!"
26130,11130,4,"Quick and easy, thanks!"
26132,11132,1,Issue not resolved after a long conversation.
26133,11133,4,"Quick and easy, thanks!"
26134,11134,2,Wait time was unacceptable.
26139,11139,4,"Quick and easy, thanks!"
26141,11141,5,"Quick and easy, thanks!"
26142,11142,5,"Quick and easy, thanks!"
26144,11144,2,Issue not resolved after a long conversation.
26145,11145,2,Wait time was unacceptable.
26151,11151,5,"Quick and easy, thanks!"
26152,11152,5,"Quick and easy, thanks!"
26158,11158,1,The new account update process is confusing. Agent tried their best.
26159,11159,3,Wait time was unacceptable.
26160,11160,5,"Quick and easy, thanks!"
26165,11165,4,"Quick and easy, thanks!"
26167,11167,1,Issue not resolved after a long conversation.
26172,11172,4,"Quick and easy, thanks!"
26175,11175,1,Issue not resolved after a long conversation.
26176,11176,2,Issue not resolved after a long conversation.
26180,11180,2,The new account update process is confusing. Agent tried their best.
26181,11181,4,"Quick and easy, thanks!"
26184,11184,4,"Quick and easy, thanks!"
26187,11187,2,Issue not resolved after a long conversation.
26188,11188,2,Issue not resolved after a long conversation.
26190,11190,2,Wait time was unacceptable.
26195,11195,4,"Quick and easy, thanks!"
26197,11197,4,"Quick and easy, thanks!"
26203,11203,5,"Quick and easy, thanks!"
26206,11206,2,The new account update process is confusing. Agent tried their best.
26208,11208,5,"Quick and easy, thanks!"
26211,11211,2,Wait time was unacceptable.
26214,11214,2,Wait time was unacceptable.
26215,11215,2,Issue not resolved after a long conversation.
26217,11217,2,The new account update process is confusing. Agent tried their best.
26222,11222,2,Issue not resolved after a long conversation.
26223,11223,3,The new account update process is confusing. Agent tried their best.
26227,11227,5,"Quick and easy, thanks!"
26228,11228,3,Wait time was unacceptable.
26234,11234,3,Wait time was unacceptable.
26239,11239,4,"Quick and easy, thanks!"
26240,11240,3,Wait time was unacceptable.
26241,11241,5,"Quick and easy, thanks!"
26244,11244,5,"Quick and easy, thanks!"
26247,11247,1,Issue not resolved after a long conversation.
26248,11248,5,"Quick and easy, thanks!"
26252,11252,4,"Quick and easy, thanks!"
26255,11255,5,"Quick and easy, thanks!"
26259,11259,5,"Quick and easy, thanks!"
26260,11260,5,"Quick and easy, thanks!"
26262,11262,4,"Quick and easy, thanks!"
26263,11263,4,"Quick and easy, thanks!"
26264,11264,2,Issue not resolved after a long conversation.
26268,11268,5,"Quick and easy, thanks!"
26270,11270,1,Issue not resolved after a long conversation.
26272,11272,4,"Quick and easy, thanks!"
26273,11273,4,"Quick and easy, thanks!"
26275,11275,5,"Quick and easy, thanks!"
26277,11277,4,"Quick and easy, thanks!"
26286,11286,2,Issue not resolved after a long conversation.
26291,11291,2,Issue not resolved after a long conversation.
26300,11300,1,Issue not resolved after a long conversation.
26301,11301,3,Wait time was unacceptable.
26302,11302,5,"Quick and easy, thanks!"
26304,11304,5,"Quick and easy, thanks!"
26306,11306,1,Issue not resolved after a long conversation.
26313,11313,5,"Quick and easy, thanks!"
26314,11314,4,"Quick and easy, thanks!"
26320,11320,5,"Quick and easy, thanks!"
26322,11322,5,"Quick and easy, thanks!"
26323,11323,4,"Quick and easy, thanks!"
26324,11324,4,"Quick and easy, thanks!"
26325,11325,2,Issue not resolved after a long conversation.
26326,11326,2,Issue not resolved after a long conversation.
26328,11328,4,"Quick and easy, thanks!"
26330,11330,3,Wait time was unacceptable.
26335,11335,5,"Quick and easy, thanks!"
26339,11339,3,Wait time was unacceptable.
26342,11342,4,"Quick and easy, thanks!"
26345,11345,5,"Quick and easy, thanks!"
26348,11348,5,"Quick and easy, thanks!"
26350,11350,1,The new account update process is confusing. Agent tried their best.
26353,11353,3,Wait time was unacceptable.
26354,11354,4,"Quick and easy, thanks!"
26355,11355,5,"Quick and easy, thanks!"
26364,11364,4,"Quick and easy, thanks!"
26368,11368,5,"Quick and easy, thanks!"
26369,11369,1,Issue not resolved after a long conversation.
26372,11372,5,"Quick and easy, thanks!"
26374,11374,2,Wait time was unacceptable.
26376,11376,2,Wait time was unacceptable.
26380,11380,5,"Quick and easy, thanks!"
26384,11384,1,Issue not resolved after a long conversation.
26388,11388,4,"Quick and easy, thanks!"
26392,11392,4,"Quick and easy, thanks!"
26396,11396,2,Wait time was unacceptable.
26406,11406,2,Issue not resolved after a long conversation.
26410,11410,2,Issue not resolved after a long conversation.
26417,11417,4,"Quick and easy, thanks!"
26419,11419,4,"Quick and easy, thanks!"
26421,11421,5,"Quick and easy, thanks!"
26424,11424,1,Issue not resolved after a long conversation.
26431,11431,4,"Quick and easy, thanks!"
26433,11433,5,"Quick and easy, thanks!"
26434,11434,2,Issue not resolved after a long conversation.
26435,11435,2,Wait time was unacceptable.
26436,11436,3,Wait time was unacceptable.
26437,11437,2,Issue not resolved after a long conversation.
26439,11439,5,"Quick and easy, thanks!"
26442,11442,4,"Quick and easy, thanks!"
26445,11445,1,Issue not resolved after a long conversation.
26447,11447,2,Issue not resolved after a long conversation.
26448,11448,5,"Quick and easy, thanks!"
26451,11451,3,Wait time was unacceptable.
26454,11454,4,"Quick and easy, thanks!"
26455,11455,4,"Quick and easy, thanks!"
26456,11456,4,"Quick and easy, thanks!"
26460,11460,4,"Quick and easy, thanks!"
26461,11461,1,Issue not resolved after a long conversation.
26462,11462,4,"Quick and easy, thanks!"
26463,11463,5,"Quick and easy, thanks!"
26468,11468,2,Wait time was unacceptable.
26470,11470,4,"Quick and easy, thanks!"
26474,11474,4,"Quick and easy, thanks!"
26475,11475,5,"Quick and easy, thanks!"
26478,11478,4,"Quick and easy, thanks!"
26479,11479,3,Wait time was unacceptable.
26480,11480,5,"Quick and easy, thanks!"
26481,11481,4,"Quick and easy, thanks!"
26485,11485,1,The new account update process is confusing. Agent tried their best.
26488,11488,4,"Quick and easy, thanks!"
26491,11491,2,Issue not resolved after a long conversation.
26495,11495,5,"Quick and easy, thanks!"
26500,11500,3,Wait time was unacceptable.
26501,11501,5,"Quick and easy, thanks!"
26504,11504,2,Wait time was unacceptable.
26507,11507,5,"Quick and easy, thanks!"
26508,11508,5,"Quick and easy, thanks!"
26515,11515,3,Wait time was unacceptable.
26516,11516,4,"Quick and easy, thanks!"
26522,11522,4,"Quick and easy, thanks!"
26524,11524,3,Wait time was unacceptable.
26529,11529,5,"Quick and easy, thanks!"
26532,11532,3,Wait time was unacceptable.
26536,11536,5,"Quick and easy, thanks!"
26537,11537,1,Issue not resolved after a long conversation.
26539,11539,4,"Quick and easy, thanks!"
26543,11543,2,Wait time was unacceptable.
26549,11549,3,Wait time was unacceptable.
26550,11550,1,Issue not resolved after a long conversation.
26556,11556,3,The new account update process is confusing. Agent tried their best.
26559,11559,5,"Quick and easy, thanks!"
26561,11561,4,"Quick and easy, thanks!"
26567,11567,4,"Quick and easy, thanks!"
26568,11568,4,"Quick and easy, thanks!"
26570,11570,2,Wait time was unacceptable.
26572,11572,5,"Quick and easy, thanks!"
26578,11578,2,The new account update process is confusing. Agent tried their best.
26579,11579,2,Wait time was unacceptable.
26581,11581,2,Wait time was unacceptable.
26583,11583,4,"Quick and easy, thanks!"
26585,11585,5,"Quick and easy, thanks!"
26587,11587,2,Issue not resolved after a long conversation.
26590,11590,5,"Quick and easy, thanks!"
26591,11591,2,Issue not resolved after a long conversation.
26593,11593,2,Wait time was unacceptable.
26594,11594,5,"Quick and easy, thanks!"
26595,11595,4,"Quick and easy, thanks!"
26599,11599,4,"Quick and easy, thanks!"
26600,11600,1,Issue not resolved after a long conversation.
26604,11604,4,"Quick and easy, thanks!"
26610,11610,1,Issue not resolved after a long conversation.
26611,11611,5,"Quick and easy, thanks!"
26614,11614,2,Issue not resolved after a long conversation.
26615,11615,4,"Quick and easy, thanks!"
26616,11616,1,Issue not resolved after a long conversation.
26622,11622,3,Wait time was unacceptable.
26623,11623,2,Issue not resolved after a long conversation.
26625,11625,4,"Quick and easy, thanks!"
26627,11627,2,Wait time was unacceptable.
26628,11628,2,Wait time was unacceptable.
26631,11631,2,Issue not resolved after a long conversation.
26632,11632,3,Wait time was unacceptable.
26633,11633,2,Issue not resolved after a long conversation.
26639,11639,5,"Quick and easy, thanks!"
26640,11640,4,"Quick and easy, thanks!"
26641,11641,2,Wait time was unacceptable.
26644,11644,2,Issue not resolved after a long conversation.
26645,11645,4,"Quick and easy, thanks!"
26650,11650,2,Wait time was unacceptable.
26651,11651,4,"Quick and easy, thanks!"
26654,11654,4,"Quick and easy, thanks!"
